canceled_job,hours_before_execution,request_week,request_day,peak_gpu_hours,offpeak_gpu_hours,num_primary_processes,num_auxiliary_processes,num_background_processes,returning_client,previous_job_cancellations,successful_previous_jobs,resource_modifications,queue_wait_time,estimated_cost_per_hour,reserved_storage_units,special_resource_requests,high_value_client,week_sin,week_cos,datacenter_GPU_Cluster_BB,service_tier_on_demand,service_tier_priority,service_tier_standard,service_tier_unknown,client_type_enterprise_client,client_type_high_priority_partner,client_type_internal_research,client_type_managed_account,client_type_research_consortium,client_type_sponsored_project,request_channel_broker_platform,request_channel_enterprise_portal,request_channel_scheduler_gateway,reserved_gpu_type_GPU_T12,reserved_gpu_type_GPU_T2,reserved_gpu_type_GPU_T3,reserved_gpu_type_GPU_T4,reserved_gpu_type_GPU_T5,reserved_gpu_type_GPU_T6,reserved_gpu_type_GPU_T7,reserved_gpu_type_GPU_T8,assigned_gpu_type_GPU_T10,assigned_gpu_type_GPU_T12,assigned_gpu_type_GPU_T2,assigned_gpu_type_GPU_T3,assigned_gpu_type_GPU_T4,assigned_gpu_type_GPU_T5,assigned_gpu_type_GPU_T6,assigned_gpu_type_GPU_T7,assigned_gpu_type_GPU_T8,assigned_gpu_type_GPU_T9,reservation_commitment_locked_allocation,reservation_commitment_no_commitment,workload_profile_multi_run_experiment,workload_profile_single_experiment,workload_profile_team_project
0,0,1,2,11518.2,24984.1,1,0.0,0,0,0,0,1,0,109.33,0,0,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,5,1,2,17977.9,42746.6,2,0.0,0,0,0,0,0,0,54.0,1,1,0,0.1182731709213658,0.9929810960135169,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,26,1,2,0.0,11068.0,2,0.0,0,0,0,0,2,0,65.0,0,1,0,0.1182731709213658,0.9929810960135169,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,4,1,2,8281.8,2621.6,2,0.0,0,0,0,0,0,0,34.0,0,0,0,0.1182731709213658,0.9929810960135169,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,44,1,2,24943.7,7911.8,2,0.0,0,0,0,0,2,0,98.0,0,0,0,0.1182731709213658,0.9929810960135169,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
1,42,1,2,17331.3,0.0,2,0.0,0,0,0,0,0,0,42.0,0,0,0,0.1182731709213658,0.9929810960135169,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,23,1,2,36175.2,14117.2,2,0.0,0,0,0,0,0,0,109.0,0,0,0,0.1182731709213658,0.9929810960135169,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,1,1,2,19013.4,0.0,2,0.0,0,0,0,0,0,0,114.0,0,0,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,76,1,2,14859.3,45585.6,3,0.0,0,0,0,0,0,0,119.0,0,1,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,15,1,2,19671.4,0.0,2,0.0,0,0,0,0,0,0,44.0,0,0,0,0.1182731709213658,0.9929810960135169,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,2,1,2,21900.9,57956.8,1,0.0,0,0,0,0,0,0,88.0,0,0,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,10,1,2,16518.6,11724.4,2,0.0,0,0,0,0,0,0,83.58,0,0,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0,10,1,2,0.0,0.0,3,0.0,0,0,0,0,0,0,0.0,0,2,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,306,1,2,11882.3,45356.6,2,1.0,0,0,0,0,1,0,92.65,0,0,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,50,1,2,16195.8,36831.8,2,1.0,0,0,0,0,0,0,114.4,0,2,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,4,1,2,13780.9,6785.5,1,0.0,0,0,0,0,0,0,97.0,0,2,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,1,2,0.0,13943.8,2,0.0,0,0,0,0,0,0,68.0,0,0,0,0.1182731709213658,0.9929810960135169,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,7,1,2,19151.3,8124.1,2,0.0,0,0,0,0,1,0,94.0,1,1,0,0.1182731709213658,0.9929810960135169,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,6,1,3,0.0,15961.2,1,0.0,0,0,0,0,2,0,98.0,0,0,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,172,1,3,0.0,15184.7,2,1.0,1,0,0,0,0,0,128.4,0,0,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,93,1,3,0.0,61135.6,2,0.0,0,0,0,0,0,0,74.8,0,0,0,0.1182731709213658,0.9929810960135169,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,28,1,3,0.0,51546.6,1,0.0,0,0,0,0,0,0,96.0,0,1,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,6,1,3,0.0,11383.5,1,0.0,0,1,1,7,0,0,80.0,0,3,1,0.1182731709213658,0.9929810960135169,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,127,1,3,0.0,62252.1,2,0.0,0,0,0,0,0,0,100.0,0,3,0,0.1182731709213658,0.9929810960135169,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,30,1,3,0.0,65166.4,2,0.0,0,0,0,0,0,0,74.8,0,1,0,0.1182731709213658,0.9929810960135169,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,139,1,3,0.0,41718.3,2,0.0,0,0,0,0,0,0,85.0,0,1,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,4,1,3,19295.6,69440.9,2,0.0,0,0,0,0,0,0,53.83,0,1,0,0.1182731709213658,0.9929810960135169,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,1,3,0.0,22143.5,2,0.0,0,0,0,0,0,0,108.0,0,0,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,221,1,3,0.0,26234.8,2,1.0,0,0,0,0,0,0,140.85,0,0,1,0.1182731709213658,0.9929810960135169,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,29,1,3,0.0,31281.0,2,0.0,0,0,0,0,0,0,79.2,0,1,0,0.1182731709213658,0.9929810960135169,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,13,1,3,0.0,49165.8,2,0.0,0,0,0,0,0,0,57.6,0,1,0,0.1182731709213658,0.9929810960135169,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,54,1,3,0.0,32746.5,2,0.0,0,0,0,0,3,0,77.76,0,2,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,78,1,4,0.0,32324.5,2,1.0,0,0,0,0,0,0,105.4,0,0,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,1,4,0.0,12785.8,1,0.0,0,1,1,7,0,0,80.0,0,2,1,0.1182731709213658,0.9929810960135169,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,1,4,0.0,24370.5,2,0.0,0,0,0,0,0,0,88.0,0,1,0,0.1182731709213658,0.9929810960135169,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,1,4,0.0,28293.1,2,0.0,0,0,0,0,0,0,70.4,0,0,1,0.1182731709213658,0.9929810960135169,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,545,1,5,0.0,26305.7,2,0.0,0,0,0,0,0,0,62.0,0,0,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,545,1,5,0.0,20145.9,2,0.0,0,0,0,0,0,0,62.0,0,0,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,49,1,5,21094.4,35556.5,2,0.0,0,0,0,0,0,0,105.9,0,2,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,545,1,5,0.0,32446.2,2,0.0,0,0,0,0,0,0,62.0,0,0,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,545,1,5,0.0,16963.2,2,0.0,0,0,0,0,0,0,62.0,0,0,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,2,1,5,11438.3,28142.5,2,0.0,0,0,0,0,0,0,39.6,0,0,0,0.1182731709213658,0.9929810960135169,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,1,5,0.0,11972.0,2,0.0,0,0,0,0,0,0,44.0,0,1,0,0.1182731709213658,0.9929810960135169,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,1,5,0.0,36972.6,2,0.0,0,0,0,0,1,0,68.0,0,0,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,3,1,5,0.0,34898.3,1,0.0,0,0,0,0,0,0,90.1,0,1,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,545,1,5,0.0,33167.7,2,0.0,0,0,0,0,0,0,62.0,0,0,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,41,1,5,13828.7,56030.8,2,0.0,0,0,0,0,0,0,68.07,0,1,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,545,1,5,0.0,29401.7,2,0.0,0,0,0,0,0,0,62.0,0,0,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,33,1,6,29642.0,25409.1,2,0.0,0,0,0,0,0,0,74.8,0,1,0,0.1182731709213658,0.9929810960135169,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,1,6,21992.2,15528.9,2,0.0,0,1,0,2,0,0,51.0,1,1,0,0.1182731709213658,0.9929810960135169,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,42,1,6,33949.3,31762.6,2,0.0,0,0,0,0,1,0,70.72,0,0,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,20,1,6,0.0,19976.7,3,0.0,0,0,0,0,1,0,48.0,0,2,0,0.1182731709213658,0.9929810960135169,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
0,0,1,6,0.0,33558.0,2,0.0,0,0,0,0,1,0,44.0,0,0,0,0.1182731709213658,0.9929810960135169,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,356,1,6,12481.4,24507.0,1,0.0,0,0,0,0,0,0,76.5,0,0,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,2,1,6,0.0,32563.6,2,0.0,0,0,0,0,0,0,47.0,1,0,0,0.1182731709213658,0.9929810960135169,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,21,1,6,0.0,18632.9,1,0.0,0,0,0,0,0,0,67.0,0,2,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
0,72,1,7,24924.0,45658.0,2,0.0,0,0,0,0,0,0,46.64,0,0,0,0.1182731709213658,0.9929810960135169,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0,24,1,7,43915.4,68122.5,2,0.0,0,0,0,0,3,0,70.64,0,0,0,0.1182731709213658,0.9929810960135169,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,0,1,7,0.0,6661.3,2,0.0,0,1,0,1,1,0,44.0,0,0,0,0.1182731709213658,0.9929810960135169,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,74,1,7,29431.5,33902.7,2,1.0,0,0,0,0,4,0,108.0,0,3,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
0,24,1,7,42069.7,22676.2,2,0.0,0,0,0,0,0,0,90.1,0,2,0,0.1182731709213658,0.9929810960135169,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,68,1,7,0.0,13330.4,2,0.0,0,0,0,0,0,0,37.0,0,1,0,0.1182731709213658,0.9929810960135169,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
